25    0.6088060702895202 0.14097841758683374 62770.0    11.325473874279371	1400000 253
26    0.582453391208121 0.15354639128011022 64287.0    10.284986439963026	1400000 250
27    0.6184391578902408 0.14327615627377474 67291.0    17.60550827759147	1300000 240
28    0.6432398131325947 0.19777021022365665 71625.0    14.621173463915481	1300000 248
29    0.6429764397797347 0.1897567028627098 65690.0    15.621357162704276	1200000 235
30    0.58692394140947 0.20224410106481433 65877.0    15.474880258370277	1400000 240
31    0.5915928868383189 0.14718213710528139 67336.0    11.064239587212606	1400000 251
32    0.6062255214745107 0.1464890336826959 62782.0    6.541131710784831	1300000 238
33    0.5895858748131343 0.14573636195927323 66366.0    15.901368111066379	1400000 248
34    0.867852290658699 0.3701656168649203 47522.0    8.164669031567477	1338686 242
35    0.8661540000800474 0.38051986864110043 48191.0    17.127871943932377	1364995 240
36    0.8422460196798887 0.37759153433704284 47305.0    7.8783085018748125	1396022 241
37    0.6571734149965969 0.22939770364500847 64653.0    6.85626390199605	1500000 254
38    0.6751147123921555 0.21799238782895372 64824.0    12.086960316267866	1300000 240
39    0.6681233450395335 0.22356499254318313 60235.0    6.4117906888328875	1400000 249
0    0.6185872964329372 0.219527629582282 60196.0    4.538470101933878	1500000 253
1    0.5953111862000046 0.14901596989597438 65000.0    5.2026795558182775	1400000 253
2    0.6065232088911363 0.14848412559359095 68695.0    5.439408349127038	1300000 240
3    0.6267106070226003 0.21815452287205084 62754.0    5.468266152853348	1400000 240
4    0.6259718983829088 0.21722352547645452 60454.0    6.042575729958305	1400000 240
5    0.6152769993205135 0.21108593226726988 62211.0    6.053060116848718	1400000 243
6    0.6681233450395335 0.22356499254318313 60235.0    6.4117906888328875	1400000 249
7    0.6062255214745107 0.1464890336826959 62782.0    6.541131710784831	1300000 238
8    0.6571734149965969 0.22939770364500847 64653.0    6.85626390199605	1500000 254
9    0.6024179214527371 0.14745193757473762 65766.0    6.9269575438321525	1400000 254
10    0.6259718983829088 0.21722352547645452 62695.0    12.326186467409098	1400000 241
11    0.6292516062811899 0.2263325540753724 58756.0    12.38538404303292	1500000 248
12    0.6115972015763615 0.22051020774759916 61297.0    13.270509455418589	1500000 248
13    0.6244188886448664 0.1562429897222766 67153.0    19.17633515050189	1300000 250
14    0.5875948692766674 0.1499539051975302 63129.0    3.2437348138401316	1400000 250
15    0.580414839523575 0.15611585623335406 65576.0    15.381502394742265	1400000 250
16    0.6257224336373393 0.14171842310679006 67466.0    10.986070695697874	1300000 242
17    0.6010543623176298 0.14150368830798668 70743.0    11.122905191903623	1400000 251
18    0.5888066964936781 0.15042628237325914 70916.0    14.275022896305352	1400000 251
19    0.6365686539464969 0.2126857383536138 60612.0    6.983821849005558	1400000 249
20    0.657615210084144 0.2079217674559632 64035.0    13.78062928978674	1300000 245
21    0.6177173162437187 0.21264273870242872 64092.0    7.605959107758032	1400000 244
22    0.6064364497488585 0.2088221056077597 59540.0    10.159687243280773	1400000 242
23    0.637845368609578 0.22561251491503326 63060.0    11.74379880906733	1500000 253
24    0.6121519718209947 0.22136877207265251 57892.0    12.826813207915922	1500000 248
25    0.621801508149916 0.20181871595141182 62555.0    12.245071516727172	1400000 255
26    0.5948863106900546 0.21981049339015263 60481.0    13.320503834026338	1500000 243
27    0.6316402214784803 0.20510806108187968 63712.0    8.261684201229976	1300000 238
28    0.6972813306692416 0.22783347922233108 62088.0    8.606675776392217	1400000 255
29    0.6969958301168883 0.2186018297198425 61028.0    18.272649267349667	1300000 247
30    0.6362341050914861 0.23298745117214673 61131.0    13.884592979993142	1500000 242
31    0.6031499889940037 0.1453064084831012 62091.0    8.249577693708982	1400000 254
32    0.6180684804365563 0.1446221381563889 60031.0    11.81153242839703	1300000 242
33    0.6011037688520233 0.14387905868323855 64504.0    9.159311171984504	1400000 252
34    0.6772030016792328 0.22756044150834187 66975.0    10.406732667329305	1400000 249
35    0.6758777905920863 0.23392574935522356 61957.0    9.255562044690347	1500000 255
36    0.6572219014905122 0.23212554691405915 63438.0    5.600560054872129	1500000 252
37    0.60225281104422 0.14787937339103524 65240.0    8.39351173094051	1400000 255
38    0.6186947372446454 0.14052702884091253 64628.0    7.960468318148065	1300000 238
39    0.6122876450752501 0.14411936337696973 66380.0    20.599252992324203	1300000 239
0    0.5875948692766674 0.1499539051975302 63129.0    3.2437348138401316	1400000 250
1    0.6185872964329372 0.219527629582282 60196.0    4.538470101933878	1500000 253
2    0.5953111862000046 0.14901596989597438 65000.0    5.2026795558182775	1400000 253
3    0.6065232088911363 0.14848412559359095 68695.0    5.439408349127038	1300000 240
4    0.6267106070226003 0.21815452287205084 62754.0    5.468266152853348	1400000 240
5    0.6572219014905122 0.23212554691405915 63438.0    5.600560054872129	1500000 252
6    0.6259718983829088 0.21722352547645452 60454.0    6.042575729958305	1400000 240
7    0.6152769993205135 0.21108593226726988 62211.0    6.053060116848718	1400000 243
8    0.6681233450395335 0.22356499254318313 60235.0    6.4117906888328875	1400000 249
9    0.6062255214745107 0.1464890336826959 62782.0    6.541131710784831	1300000 238
10    0.5946094883004905 0.14838002855472252 65999.0    8.998694119470409	1400000 252
11    0.5977248764516357 0.1546021811537499 62598.0    13.722971363872565	1300000 239
12    0.5809549917732562 0.15062508008941738 65220.0    11.197077354054489	1400000 248
13    0.6488330828017023 0.23017434437748022 62258.0    14.125699949644394	1500000 250
14    0.6105692787395435 0.22090937889140527 60913.0    7.72650162132055	1500000 247
15    0.6031085165428437 0.2299870536227834 61224.0    9.086249022731902	1600000 248
16    0.6141554993115809 0.14222603384006402 66416.0    7.369380596717638	1300000 239
17    0.5899434352333562 0.1420105298985741 67692.0    9.447624312456892	1400000 246
18    0.5779221764209065 0.15096508314330181 64629.0    6.426976954258864	1400000 247
19    0.6160637116154911 0.14476186635922178 69734.0    13.784659788446408	1300000 241
20    0.6364323229357282 0.1415193296298511 69093.0    17.78193268973514	1300000 247
21    0.5978196070682592 0.14473259918876394 69988.0    5.516475027690805	1400000 251
22    0.6071521046305083 0.20971709539322306 61275.0    7.36339522859893	1400000 243
23    0.6385980891163552 0.22657946664523432 63800.0    11.577140684484762	1500000 251
24    0.6128743715829593 0.22231753556322728 63894.0    14.226906450349391	1500000 246
25    0.6641912016656968 0.22193463730400648 66447.0    8.725714030717105	1400000 249
26    0.6354411309282924 0.24171971314049467 61805.0    14.9128292855316	1600000 247
27    0.6747006435742358 0.22555184205658174 64586.0    14.154231348448386	1400000 250
28    0.6532903265641152 0.22137093565166208 61726.0    9.803585803454553	1400000 247
29    0.6530228380471028 0.212401143788984 61179.0    8.202600353234827	1300000 238
30    0.5960945288575465 0.22637871412542945 58236.0    12.54534641800426	1600000 250
31    0.6121555464471398 0.20938180782530014 60119.0    6.567611240644377	1400000 244
32    0.627296784029544 0.20839579654373377 59137.0    10.627730407380456	1400000 251
33    0.6100787744467715 0.20732504319520417 59156.0    13.951300099146666	1400000 246
34    0.6884866679445408 0.2217744449947239 61043.0    12.764474674418956	1300000 241
35    0.6871393759752934 0.22797790727316652 61181.0    10.960035592134215	1400000 252
36    0.6681726394232756 0.22622347713310748 62543.0    11.035782856418997	1400000 246
37    0.6060593674808468 0.1469136782192187 64368.0    13.161012496376799	1300000 238
38    0.6226052153547968 0.13960934661012198 61306.0    13.950388411276286	1300000 239
39    0.6161576269726979 0.14317822216040266 63325.0    20.37401317072218	1300000 240
0    0.5875948692766674 0.1499539051975302 63129.0    3.2437348138401316	1400000 250
1    0.6185872964329372 0.219527629582282 60196.0    4.538470101933878	1500000 253
2    0.5953111862000046 0.14901596989597438 65000.0    5.2026795558182775	1400000 253
3    0.6065232088911363 0.14848412559359095 68695.0    5.439408349127038	1300000 240
4    0.6267106070226003 0.21815452287205084 62754.0    5.468266152853348	1400000 240
5    0.5978196070682592 0.14473259918876394 69988.0    5.516475027690805	1400000 251
6    0.6572219014905122 0.23212554691405915 63438.0    5.600560054872129	1500000 252
7    0.6259718983829088 0.21722352547645452 60454.0    6.042575729958305	1400000 240
8    0.6152769993205135 0.21108593226726988 62211.0    6.053060116848718	1400000 243
9    0.6681233450395335 0.22356499254318313 60235.0    6.4117906888328875	1400000 249
10    0.5946094883004905 0.14838002855472252 63818.0    14.073283799944571	1400000 253
11    0.5977248764516357 0.1546021811537499 61937.0    11.385338479513017	1300000 239
12    0.5809549917732562 0.15062508008941738 65701.0    6.820250593217206	1400000 247
13    0.6488330828017023 0.23017434437748022 58299.0    9.07425032015149	1500000 251
14    0.6105692787395435 0.22090937889140527 58045.0    11.335141317819653	1500000 248
15    0.6031085165428437 0.2299870536227834 58626.0    20.153606834154452	1600000 248
16    0.6141554993115809 0.14222603384006402 64953.0    9.577370944781261	1300000 238
17    0.5899434352333562 0.1420105298985741 66772.0    3.839359516073272	1400000 246
18    0.5779221764209065 0.15096508314330181 64983.0    10.009241934739592	1400000 247
19    0.6160637116154911 0.14476186635922178 72122.0    14.657059400883858	1300000 240
20    0.6364323229357282 0.1415193296298511 71843.0    6.937393830152074	1300000 246
21    0.5978196070682592 0.14473259918876394 67964.0    10.066936328655375	1400000 251
22    0.6071521046305083 0.20971709539322306 60980.0    8.611402554812376	1400000 242
23    0.6385980891163552 0.22657946664523432 63139.0    5.242724866125636	1500000 252
24    0.6128743715829593 0.22231753556322728 64929.0    11.210835992334331	1500000 245
25    0.6041589945457926 0.13837846516272004 71283.0    9.146495281393744	1400000 249
26    0.5780074680180847 0.15071465774914794 72605.0    13.519414962435432	1400000 246
27    0.6137185518551592 0.140633828489153 70335.0    14.5190082168321	1300000 237
28    0.6859041304553687 0.23655747873675365 66216.0    13.044474309235516	1400000 238
29    0.6856232882766192 0.22697233901828834 62445.0    9.407912903632507	1400000 251
30    0.6258529827551509 0.24190880205451143 61477.0    15.217075411032495	1600000 242
31    0.6227961876330897 0.2154698514387808 61088.0    19.527170233747007	1400000 243
32    0.6382006140033122 0.21445517061926408 59765.0    12.027471955437397	1400000 249
33    0.6206833166611297 0.2133532837489026 60494.0    7.252570359054852	1400000 242
34    0.6340296507675994 0.20939533037904096 63694.0    13.994446528913151	1400000 253
35    0.6327889251348227 0.21525252476101459 61854.0    12.573311751265605	1400000 246
36    0.6153223946816206 0.2135960242619902 61711.0    11.394429070493203	1400000 241
37    0.6679402261207383 0.22421306598768997 62733.0    17.46621230301651	1400000 248
38    0.6861754650482761 0.21306552271658202 60993.0    16.53222159342309	1300000 250
39    0.6790695545171452 0.2185121805019989 58014.0    12.547277182573993	1300000 242
0    0.5875948692766674 0.1499539051975302 63129.0    3.2437348138401316	1400000 250
1    0.5899434352333562 0.1420105298985741 66772.0    3.839359516073272	1400000 246
2    0.6185872964329372 0.219527629582282 60196.0    4.538470101933878	1500000 253
3    0.5953111862000046 0.14901596989597438 65000.0    5.2026795558182775	1400000 253
4    0.6385980891163552 0.22657946664523432 63139.0    5.242724866125636	1500000 252
5    0.6065232088911363 0.14848412559359095 68695.0    5.439408349127038	1300000 240
6    0.6267106070226003 0.21815452287205084 62754.0    5.468266152853348	1400000 240
7    0.5978196070682592 0.14473259918876394 69988.0    5.516475027690805	1400000 251
8    0.6572219014905122 0.23212554691405915 63438.0    5.600560054872129	1500000 252
9    0.6259718983829088 0.21722352547645452 60454.0    6.042575729958305	1400000 240
10    0.5946094883004905 0.14838002855472252 60448.0    8.687150907687974	1400000 252
11    0.5977248764516357 0.1546021811537499 64964.0    12.909916453447957	1300000 239
12    0.5809549917732562 0.15062508008941738 63532.0    14.43055667270496	1400000 247
13    0.6187886818373786 0.1488977978594318 65243.0    14.053819729787062	1300000 245
14    0.5822966941362161 0.1429043716074695 64589.0    12.122956542685722	1400000 244
15    0.5751814046610508 0.1487766410858165 65681.0    7.005553388408147	1400000 244
16    0.6381684045509181 0.20952481868617592 57748.0    14.4200439064398	1400000 253
17    0.6130096714271327 0.20920734218030917 62249.0    2.9332514415013184	1400000 244
18    0.6005183926457264 0.22239902793825628 60950.0    11.963003259708712	1500000 242
19    0.6046753257918985 0.1452803781766821 65441.0    15.807750940713488	1400000 254
